  378.468  414.204    4.431   0.0001  2  8  0.5  1.5
  378.468  421.152    5.292   0.0005  2  8  0.5  1.5
  378.468  422.324    5.438   0.0002  2  8  0.5  0.5
  378.468  426.647    5.973   0.0011  2  8  0.5  1.5
  378.468  426.927    6.008   0.0028  2  8  0.5  0.5
  378.468  429.061    6.273   0.0044  2  8  0.5  1.5
  378.468  431.248    6.544   0.0002  2  8  0.5  1.5
  378.468  438.321    7.421   0.0003  2  8  0.5  0.5
  378.468  440.330    7.670   0.0005  2  8  0.5  1.5
  378.468  440.522    7.694   0.0006  2  8  0.5  0.5
  333.086  397.553    7.993   0.0003  2  8  4.5  3.5
  333.086  401.337    8.462   0.0004  2  8  4.5  4.5
  333.104  401.446    8.473   0.0002  2  8  3.5  2.5
  333.104  404.033    8.794   0.0002  2  8  3.5  3.5
  325.413  397.553    8.944   0.0242  2  8  2.5  3.5
  333.104  405.885    9.024   0.0009  2  8  3.5  2.5
  331.531  404.378    9.032   0.0002  2  8  0.5  1.5
  330.572  404.378    9.151   0.0003  2  8  1.5  1.5
  331.531  406.125    9.249   0.0005  2  8  0.5  0.5
  333.104  408.004    9.287   0.0003  2  8  3.5  3.5
  333.086  408.004    9.289   0.0134  2  8  4.5  3.5
  330.572  405.885    9.338   0.0002  2  8  1.5  2.5
  330.572  406.125    9.367   0.0003  2  8  1.5  0.5
  333.086  408.984    9.410   0.0007  2  8  4.5  4.5
  325.413  401.446    9.427   0.0099  2  8  2.5  2.5
  333.104  409.385    9.458   0.0013  2  8  3.5  2.5
  324.799  401.446    9.503   0.0320  2  8  1.5  2.5
  319.972  397.553    9.619   0.0431  2  8  2.5  3.5
  331.531  409.415    9.657   0.0014  2  8  0.5  1.5
  333.104  411.199    9.683   0.0094  2  8  3.5  2.5
  333.104  411.596    9.732   0.0020  2  8  3.5  3.5
  333.086  411.596    9.734   0.0281  2  8  4.5  3.5
  325.413  404.033    9.748   0.0007  2  8  2.5  3.5
  330.572  409.385    9.772   0.0038  2  8  1.5  2.5
  325.413  404.378    9.790   0.0011  2  8  2.5  1.5
  324.948  404.378    9.848   0.0227  2  8  0.5  1.5
  333.104  412.653    9.863   0.0008  2  8  3.5  3.5
  333.086  412.653    9.865   0.0021  2  8  4.5  3.5
  324.799  404.378    9.867   0.0293  2  8  1.5  1.5
  321.218  401.446    9.947   0.0115  2  8  1.5  2.5
  330.572  411.199    9.997   0.0077  2  8  1.5  2.5
  324.799  405.885   10.053   0.0005  2  8  1.5  2.5
  324.948  406.125   10.065   0.0308  2  8  0.5  0.5
  324.799  406.125   10.083   0.0053  2  8  1.5  0.5
  319.972  401.446   10.101   0.0174  2  8  2.5  2.5
  333.104  415.329   10.195   0.0332  2  8  3.5  2.5
  325.413  408.004   10.240   0.0047  2  8  2.5  3.5
  331.531  414.204   10.250   0.0033  2  8  0.5  1.5
  321.218  404.378   10.311   0.0045  2  8  1.5  1.5
  330.572  414.204   10.369   0.0006  2  8  1.5  1.5
  325.413  409.385   10.411   0.0038  2  8  2.5  2.5
  325.413  409.415   10.415   0.0005  2  8  2.5  1.5
  319.972  404.033   10.422   0.0032  2  8  2.5  3.5
  319.972  404.378   10.465   0.0057  2  8  2.5  1.5
  324.948  409.415   10.473   0.0006  2  8  0.5  1.5
  324.799  409.385   10.487   0.0022  2  8  1.5  2.5
  321.218  405.885   10.497   0.0002  2  8  1.5  2.5
  330.572  415.329   10.509   0.0024  2  8  1.5  2.5
  321.218  406.125   10.527   0.0026  2  8  1.5  0.5
  325.413  411.199   10.636   0.0306  2  8  2.5  2.5
  319.972  405.885   10.652   0.0019  2  8  2.5  2.5
  324.799  411.199   10.712   0.0048  2  8  1.5  2.5
  325.413  412.653   10.816   0.0001  2  8  2.5  3.5
  319.972  408.004   10.915   0.0045  2  8  2.5  3.5
  321.218  409.385   10.931   0.0007  2  8  1.5  2.5
  321.218  409.415   10.935   0.0327  2  8  1.5  1.5
  309.304  397.553   10.942   0.0001  2  8  2.5  3.5
  333.104  421.773   10.994   0.0016  2  8  3.5  2.5
  325.413  414.204   11.009   0.0048  2  8  2.5  1.5
  324.948  414.204   11.066   0.0032  2  8  0.5  1.5
  324.799  414.204   11.085   0.0107  2  8  1.5  1.5
  319.972  409.385   11.086   0.0380  2  8  2.5  2.5
  319.972  409.415   11.090   0.0062  2  8  2.5  1.5
  331.531  421.152   11.112   0.0032  2  8  0.5  1.5
  325.413  415.329   11.148   0.0049  2  8  2.5  2.5
  324.799  415.329   11.224   0.0002  2  8  1.5  2.5
  330.572  421.152   11.231   0.0250  2  8  1.5  1.5
  331.531  422.324   11.257   0.0183  2  8  0.5  0.5
  333.104  424.257   11.302   0.0678  2  8  3.5  2.5
  330.572  421.773   11.308   0.0082  2  8  1.5  2.5
  319.972  411.199   11.311   0.0361  2  8  2.5  2.5
  319.972  411.596   11.360   0.0001  2  8  2.5  3.5
  330.572  422.324   11.376   0.0014  2  8  1.5  0.5
  305.521  397.553   11.411   0.0397  2  8  3.5  3.5
  309.304  401.446   11.424   0.0168  2  8  2.5  2.5
  319.972  412.653   11.491   0.0031  2  8  2.5  3.5
  321.218  414.204   11.529   0.0809  2  8  1.5  1.5
  333.104  426.305   11.556   0.0005  2  8  3.5  3.5
  333.086  426.305   11.558   0.3172  2  8  4.5  3.5
  330.572  424.257   11.616   0.0074  2  8  1.5  2.5
  321.218  415.329   11.668   0.0003  2  8  1.5  2.5
  319.972  414.204   11.683   0.0196  2  8  2.5  1.5
  309.304  404.033   11.745   0.0863  2  8  2.5  3.5
  309.304  404.378   11.788   0.0243  2  8  2.5  1.5
  331.531  426.647   11.793   0.0140  2  8  0.5  1.5
  333.104  428.426   11.819   0.0266  2  8  3.5  2.5
  319.972  415.329   11.823   0.0067  2  8  2.5  2.5
  331.531  426.927   11.828   0.0616  2  8  0.5  0.5
  302.060  397.553   11.840   0.0008  2  8  2.5  3.5
  325.413  421.152   11.870   0.0474  2  8  2.5  1.5
  305.521  401.337   11.880   0.3078  2  8  3.5  4.5
  305.521  401.446   11.893   0.0856  2  8  3.5  2.5
  330.572  426.647   11.912   0.0102  2  8  1.5  1.5
  324.948  421.152   11.928   0.1656  2  8  0.5  1.5
  324.799  421.152   11.946   0.0694  2  8  1.5  1.5
  330.572  426.927   11.947   0.0211  2  8  1.5  0.5
  325.413  421.773   11.947   0.0717  2  8  2.5  2.5
  309.304  405.885   11.975   0.0528  2  8  2.5  2.5
  324.799  421.773   12.023   0.1649  2  8  1.5  2.5
  324.948  422.324   12.073   0.0490  2  8  0.5  0.5
  324.799  422.324   12.092   0.2799  2  8  1.5  0.5
  331.531  429.061   12.092   0.0554  2  8  0.5  1.5
  330.572  428.426   12.132   0.0367  2  8  1.5  2.5
  303.576  401.446   12.134   0.0015  2  8  1.5  2.5
  299.645  397.553   12.139   0.0008  2  8  3.5  3.5
  333.104  431.424   12.190   0.0726  2  8  3.5  2.5
  330.572  429.061   12.211   0.1528  2  8  1.5  1.5
  305.521  404.033   12.214   0.0435  2  8  3.5  3.5
  309.304  408.004   12.237   0.0385  2  8  2.5  3.5
  325.413  424.257   12.255   0.2749  2  8  2.5  2.5
  333.086  432.324   12.304   0.5698  2  8  4.5  3.5
  302.060  401.446   12.322   0.0319  2  8  2.5  2.5
  324.799  424.257   12.331   0.0011  2  8  1.5  2.5
  331.531  431.196   12.357   0.0226  2  8  0.5  0.5
  331.531  431.248   12.364   0.0871  2  8  0.5  1.5
  333.104  432.991   12.385   2.6582  2  8  3.5  4.5
  333.086  432.991   12.387   0.2578  2  8  4.5  4.5
  321.218  421.152   12.390   0.0614  2  8  1.5  1.5
  309.304  409.385   12.409   0.0355  2  8  2.5  2.5
  309.304  409.415   12.412   0.3052  2  8  2.5  1.5
  297.237  397.553   12.438   2.1091  2  8  4.5  3.5
  305.521  405.885   12.444   0.0404  2  8  3.5  2.5
  321.218  421.773   12.467   0.0423  2  8  1.5  2.5
  330.572  431.196   12.476   0.0056  2  8  1.5  0.5
  330.572  431.248   12.482   0.0031  2  8  1.5  1.5
  303.576  404.378   12.498   0.0556  2  8  1.5  1.5
  330.572  431.424   12.504   0.3763  2  8  1.5  2.5
  325.413  426.305   12.509   0.2774  2  8  2.5  3.5
  305.521  406.437   12.512   0.2122  2  8  3.5  4.5
  321.218  422.324   12.536   0.2059  2  8  1.5  0.5
  319.972  421.152   12.545   0.7057  2  8  2.5  1.5
  325.413  426.647   12.551   0.4724  2  8  2.5  1.5
  299.645  401.337   12.608   1.4477  2  8  3.5  4.5
  324.948  426.647   12.609   0.0850  2  8  0.5  1.5
  319.972  421.773   12.622   1.3562  2  8  2.5  2.5
  299.645  401.446   12.622   1.4714  2  8  3.5  2.5
  324.799  426.647   12.628   0.1697  2  8  1.5  1.5
  309.304  411.199   12.633   0.0879  2  8  2.5  2.5
  302.060  404.033   12.643   1.0961  2  8  2.5  3.5
  324.948  426.927   12.644   0.0118  2  8  0.5  0.5
  324.799  426.927   12.662   0.2037  2  8  1.5  0.5
  333.104  435.301   12.671   0.0813  2  8  3.5  2.5
  309.304  411.596   12.683   0.1429  2  8  2.5  3.5
  303.576  405.885   12.685   0.9992  2  8  1.5  2.5
  302.060  404.378   12.686   0.9785  2  8  2.5  1.5
  305.521  408.004   12.706   0.2569  2  8  3.5  3.5
  303.576  406.125   12.715   0.5218  2  8  1.5  0.5
  325.413  428.426   12.772   1.1856  2  8  2.5  2.5
  321.218  424.257   12.775   1.3877  2  8  1.5  2.5
  333.086  436.314   12.799   3.6157  2  8  4.5  5.5
  378.468  481.725   12.802   0.5882  2  8  0.5  0.5
  333.104  436.422   12.810   0.0033  2  8  3.5  3.5
  333.086  436.422   12.812   1.3061  2  8  4.5  3.5
  309.304  412.653   12.814   2.1337  2  8  2.5  3.5
  305.521  408.984   12.828   2.4756  2  8  3.5  4.5
  331.531  435.024   12.832   0.0122  2  8  0.5  1.5
  324.799  428.426   12.848   0.0793  2  8  1.5  2.5
  325.413  429.061   12.851   0.2173  2  8  2.5  1.5
  302.060  405.885   12.873   0.6899  2  8  2.5  2.5
  305.521  409.385   12.878   0.3745  2  8  3.5  2.5
  297.237  401.337   12.907   1.2165  2  8  4.5  4.5
  324.948  429.061   12.908   0.0008  2  8  0.5  1.5
  324.799  429.061   12.927   0.0010  2  8  1.5  1.5
  319.972  424.257   12.930   0.0103  2  8  2.5  2.5
  299.645  404.033   12.943   1.1602  2  8  3.5  3.5
  330.572  435.024   12.951   0.9270  2  8  1.5  1.5
  330.572  435.301   12.985   1.2006  2  8  1.5  2.5
  309.304  414.204   13.006   0.6674  2  8  2.5  1.5
  333.104  438.115   13.020   1.4294  2  8  3.5  2.5
  331.531  436.908   13.065   1.0353  2  8  0.5  1.5
  321.218  426.647   13.072   0.2781  2  8  1.5  1.5
  305.521  411.199   13.102   1.1164  2  8  3.5  2.5
  321.218  426.927   13.106   0.2790  2  8  1.5  0.5
  303.576  409.385   13.119   0.6354  2  8  1.5  2.5
  325.413  431.248   13.122   0.0051  2  8  2.5  1.5
  303.576  409.415   13.122   0.8145  2  8  1.5  1.5
  302.060  408.004   13.135   0.9242  2  8  2.5  3.5
  325.413  431.424   13.144   0.0413  2  8  2.5  2.5
  309.304  415.329   13.146   1.5694  2  8  2.5  2.5
  305.521  411.596   13.152   1.9771  2  8  3.5  3.5
